indice,Temperature,Humidity,Heat Index,CO,Smoke
290,14.980597418499991,39.24782119928175,13.953958143426094,1.7578161159976224,-2.175418254527653
291,15.063010794263155,39.24782119928175,14.040526508881891,1.7578161159976224,-2.175418254527653
292,15.145424170026322,39.24782119928175,14.127094874337688,1.7578161159976224,-2.175418254527653
293,15.227837545789486,39.24782119928175,14.213663239793474,1.7578161159976224,-2.175418254527653
294,15.31025092155265,39.24782119928175,14.300231605249271,1.7578161159976224,-2.175418254527653
295,15.392664297315816,39.24782119928175,14.386799970705068,1.7578161159976224,-2.175418254527653
296,15.47507767307898,39.24782119928175,14.473368336160858,1.7578161159976224,-2.175418254527653
297,15.557491048842143,39.24782119928175,14.559936701616655,1.7578161159976224,-2.175418254527653
298,15.63990442460531,39.24782119928175,14.646505067072448,1.7578161159976224,-2.175418254527653
299,15.722317800368474,39.24782119928175,14.733073432528245,1.7578161159976224,-2.175418254527653
300,15.804731176131638,39.24782119928175,14.819641797984035,1.7578161159976224,-2.175418254527653
301,15.887144551894801,39.24782119928175,14.906210163439832,1.7578161159976224,-2.175418254527653
302,15.969557927657968,39.24782119928175,14.992778528895629,1.7578161159976224,-2.175418254527653
303,16.05197130342113,39.24782119928175,15.079346894351415,1.7578161159976224,-2.175418254527653
304,16.134384679184297,39.24782119928175,15.165915259807212,1.7578161159976224,-2.175418254527653
305,16.216798054947457,39.24782119928175,15.25248362526301,1.7578161159976224,-2.175418254527653
306,16.29921143071062,39.24782119928175,15.339051990718806,1.7578161159976224,-2.175418254527653
307,16.381624806473788,39.24782119928175,15.425620356174596,1.7578161159976224,-2.175418254527653
308,16.464038182236955,39.24782119928175,15.51218872163039,1.7578161159976224,-2.175418254527653
309,16.54645155800012,39.24782119928175,15.598757087086186,1.7578161159976224,-2.175418254527653
310,16.628864933763282,39.24782119928175,15.685325452541976,1.7578161159976224,-2.175418254527653
311,16.711278309526445,39.24782119928175,15.771893817997773,1.7578161159976224,-2.175418254527653
312,16.793691685289613,39.24782119928175,15.85846218345357,1.7578161159976224,-2.175418254527653
313,16.876105061052776,39.24782119928175,15.945030548909367,1.7578161159976224,-2.175418254527653
314,16.95851843681594,39.24782119928175,16.031598914365155,1.7578161159976224,-2.175418254527653
315,17.040931812579107,39.24782119928175,16.118167279820952,1.7578161159976224,-2.175418254527653
316,17.12334518834227,39.24782119928175,16.20473564527675,1.7578161159976224,-2.175418254527653
317,17.205758564105434,39.24782119928175,16.29130401073254,1.7578161159976224,-2.175418254527653
318,17.2881719398686,39.24782119928175,16.377872376188332,1.7578161159976224,-2.175418254527653
319,17.370585315631764,39.24782119928175,16.46444074164413,1.7578161159976224,-2.175418254527653
320,17.45299869139493,39.24782119928175,16.551009107099926,1.7578161159976224,-2.175418254527653
321,17.53541206715809,39.24782119928175,16.637577472555716,1.7578161159976224,-2.175418254527653
322,17.617825442921255,39.24782119928175,16.72414583801151,1.7578161159976224,-2.175418254527653
323,17.700238818684422,39.24782119928175,16.81071420346731,1.7578161159976224,-2.175418254527653
324,17.782652194447586,39.24782119928175,16.897282568923096,1.7578161159976224,-2.175418254527653
325,17.86506557021075,39.24782119928175,16.983850934378893,1.7578161159976224,-2.175418254527653
326,17.947478945973916,39.24782119928175,17.07041929983469,1.7578161159976224,-2.175418254527653
400,24.046068752448093,39.24782119928175,23.476478343563453,170186.3875245424,11513.326867993785
401,24.12848212821126,39.24782119928175,23.563046709019247,180696.517469297,12050.430090866697
402,24.210895503974424,39.24782119928175,23.649615074475037,191206.64741405158,12587.533313739612
403,24.293308879737594,39.24782119928175,23.736183431820653,201716.77735880617,13124.636536612557
404,24.361125219948864,39.24782119928175,23.804757506777232,212226.9073035599,13661.73975948547
405,24.42894156012162,39.24782119928175,23.873331581733805,222737.0372483145,14198.842982358383
406,24.496757900294387,39.24782119928175,23.941905656690384,233247.1671930691,14735.94620523133
407,24.56457424046714,39.24782119928175,24.010479731646964,243757.29713782284,15273.049428104245
408,24.6323905806399,39.24782119928175,24.07905380660354,254267.42708257743,15810.15265097716
409,24.700206920812665,39.24782119928175,24.14762788156012,264777.557027332,16347.255873850103
410,24.768023260985423,39.24782119928175,24.2162019565167,275287.68697208574,16884.359096723016
411,24.835839601158185,39.24782119928175,24.28477603147327,285797.8169168403,17421.462319595932
412,24.903655941330946,39.24782119928175,24.353350106429854,296307.9468615949,17958.565542468878
413,24.9714722815037,39.24782119928175,24.421924181386434,306818.0768063495,18495.66876534179
414,25.03928862167647,39.24782119928175,24.490498256343013,317328.2067511032,19032.771988214707
415,25.107104961849224,39.24782119928175,24.559072331299586,327838.3366958578,19569.87521108762
416,25.174921302021982,39.24782119928175,24.627646406256165,338348.4666406124,20106.978433960565
417,25.242737642194747,39.24782119928175,24.696220481212748,348858.5965853661,20644.081656833478
418,25.310553982367505,39.24782119928175,24.76479455616932,359368.7265301207,21181.18487970639
419,25.37837032254026,39.24782119928175,24.8333686311259,369878.8564748753,21718.28810257934
420,25.44618666271303,39.24782119928175,24.90194270608248,380388.9864196291,22255.391325452252
421,25.514003002885783,39.24782119928175,24.970516781039056,390899.11636438366,22792.49454832517
422,25.581819343058548,39.24782119928175,25.039090855995635,401409.24630913825,23329.59777119811
423,25.649635683231303,39.24782119928175,25.107664930952215,411919.37625389284,23866.700994071027
424,25.717452023404068,39.24782119928175,25.176239005908794,422429.50619864656,24403.80421694394
425,25.78526836357683,39.24782119928175,25.244813080865367,432939.63614340115,24940.907439816885
426,25.853084703749587,39.24782119928175,25.31338715582195,443449.76608815574,25478.010662689798
427,25.920901043922342,39.24782119928175,25.38196123077853,453959.8960329095,26015.11388556271
428,25.988717384095107,39.24782119928175,25.4505353057351,464470.02597766405,26552.21710843566
429,26.05653372426786,39.24782119928175,25.51910938069168,474980.1559224187,27089.320331308572
430,26.12435006444063,39.24782119928175,25.587683455648264,485490.2858671732,27626.42355418149
431,26.19216640461339,39.24782119928175,25.656257530604837,496000.41581192694,28163.526777054434
432,26.259982744786146,39.24782119928175,25.724831605561416,506510.5457566816,28700.629999927347
433,26.327799084958908,39.24782119928175,25.793405680517996,517020.6757014361,29237.73322280026
434,26.395615425131663,39.24782119928175,25.861979755474575,527530.8056461898,29774.836445673172
435,26.463431765304428,39.24782119928175,25.93055383043115,538040.9355909445,30311.93966854612
436,26.53124810547719,39.24782119928175,25.99912790538773,548551.065535699,30849.042891419034
437,26.599064445649947,39.24782119928175,26.06770198034431,559061.1954804529,31386.146114291947
438,26.66688078582271,39.24782119928175,26.136276055300883,569571.3254252075,31923.249337164892
439,26.734697125995467,39.24782119928175,26.204850130257466,580081.455369962,32460.352560037805
440,26.80251346616822,39.24782119928175,26.273424205214045,590591.5853147167,32997.45578291073
441,26.870329806340994,39.24782119928175,26.341998280170625,601101.7152594704,33534.559005783674
442,26.93814614651375,39.24782119928175,26.410572355127197,611611.8452042249,34071.66222865658
443,27.005962486686506,39.24782119928175,26.479146430083777,622121.9751489796,34608.7654515295
444,27.073778826859268,39.24782119928175,26.54772050504036,632632.1050937333,35145.868674402445
445,27.141595167032026,39.24782119928175,26.616294579996932,643142.2350384878,35682.971897275354
446,27.209411507204795,39.24782119928175,26.68486865495351,653652.3649832425,36220.07512014827
447,27.277227847377553,39.24782119928175,26.75344272991009,664162.4949279962,36757.178343021216
448,27.345044187550307,39.24782119928175,26.822016804866664,674672.6248727507,37294.28156589413
449,27.412860527723073,39.24782119928175,26.890590879823247,685182.7548175054,37831.38478876705
450,27.480676867895827,39.24782119928175,26.959164954779826,695692.8847622599,38368.488011639995
451,27.548493208068585,39.24782119928175,27.027739029736406,706203.0147070137,38905.5912345129
452,27.616309548241354,39.24782119928175,27.096313104692978,716713.1446517684,39442.69445738582
453,27.684125888414112,39.24782119928175,27.16488717964956,727223.2745965229,39979.79768025873
454,27.751942228586866,39.24782119928175,27.23346125460614,737733.4045412766,40516.900903131675
